Genome	P56 Read Count	P56 Covered Fraction	P56 Length	E03 Read Count	E03 Covered Fraction	E03 Length	E34 Read Count	E34 Covered Fraction	E34 Length	P20 Read Count	P20 Covered Fraction	P20 Length	H12 Read Count	H12 Covered Fraction	H12 Length	H37 Read Count	H37 Covered Fraction	H37 Length	E31 Read Count	E31 Covered Fraction	E31 Length	H34 Read Count	H34 Covered Fraction	H34 Length	P64 Read Count	P64 Covered Fraction	P64 Length	E56 Read Count	E56 Covered Fraction	E56 Length	H25 Read Count	H25 Covered Fraction	H25 Length	P36 Read Count	P36 Covered Fraction	P36 Length	P53 Read Count	P53 Covered Fraction	P53 Length	H20 Read Count	H20 Covered Fraction	H20 Length	P58 Read Count	P58 Covered Fraction	P58 Length	H30 Read Count	H30 Covered Fraction	H30 Length	H39 Read Count	H39 Covered Fraction	H39 Length	H43 Read Count	H43 Covered Fraction	H43 Length	H15 Read Count	H15 Covered Fraction	H15 Length	H07 Read Count	H07 Covered Fraction	H07 Length	H16 Read Count	H16 Covered Fraction	H16 Length	H08 Read Count	H08 Covered Fraction	H08 Length	E18 Read Count	E18 Covered Fraction	E18 Length	E24 Read Count	E24 Covered Fraction	E24 Length	E02 Read Count	E02 Covered Fraction	E02 Length	P72 Read Count	P72 Covered Fraction	P72 Length	P60 Read Count	P60 Covered Fraction	P60 Length	E16 Read Count	E16 Covered Fraction	E16 Length	P41 Read Count	P41 Covered Fraction	P41 Length	H06 Read Count	H06 Covered Fraction	H06 Length	H23 Read Count	H23 Covered Fraction	H23 Length	H04 Read Count	H04 Covered Fraction	H04 Length	P51 Read Count	P51 Covered Fraction	P51 Length	E28 Read Count	E28 Covered Fraction	E28 Length	E27 Read Count	E27 Covered Fraction	E27 Length	P49 Read Count	P49 Covered Fraction	P49 Length	P33 Read Count	P33 Covered Fraction	P33 Length	P75 Read Count	P75 Covered Fraction	P75 Length	P43 Read Count	P43 Covered Fraction	P43 Length	H40 Read Count	H40 Covered Fraction	H40 Length	H19 Read Count	H19 Covered Fraction	H19 Length	E45 Read Count	E45 Covered Fraction	E45 Length	E25 Read Count	E25 Covered Fraction	E25 Length	P09 Read Count	P09 Covered Fraction	P09 Length	E38 Read Count	E38 Covered Fraction	E38 Length	E58 Read Count	E58 Covered Fraction	E58 Length	P79 Read Count	P79 Covered Fraction	P79 Length	P67 Read Count	P67 Covered Fraction	P67 Length	P65 Read Count	P65 Covered Fraction	P65 Length	P28 Read Count	P28 Covered Fraction	P28 Length	E43 Read Count	E43 Covered Fraction	E43 Length	H47 Read Count	H47 Covered Fraction	H47 Length	E01 Read Count	E01 Covered Fraction	E01 Length	H31 Read Count	H31 Covered Fraction	H31 Length	P47 Read Count	P47 Covered Fraction	P47 Length	P48 Read Count	P48 Covered Fraction	P48 Length	P01 Read Count	P01 Covered Fraction	P01 Length	P78 Read Count	P78 Covered Fraction	P78 Length	P14 Read Count	P14 Covered Fraction	P14 Length	E21 Read Count	E21 Covered Fraction	E21 Length	H10 Read Count	H10 Covered Fraction	H10 Length	P25 Read Count	P25 Covered Fraction	P25 Length	H09 Read Count	H09 Covered Fraction	H09 Length	E30 Read Count	E30 Covered Fraction	E30 Length	P69 Read Count	P69 Covered Fraction	P69 Length	H45 Read Count	H45 Covered Fraction	H45 Length	E48 Read Count	E48 Covered Fraction	E48 Length	E44 Read Count	E44 Covered Fraction	E44 Length	P05 Read Count	P05 Covered Fraction	P05 Length	P34 Read Count	P34 Covered Fraction	P34 Length	P45 Read Count	P45 Covered Fraction	P45 Length	H32 Read Count	H32 Covered Fraction	H32 Length
PK_bin.51	145	0.0010734756	1070355	11	0.00058578694	1070355	531	0.01083192	1070355	209	0.007374189	1070355	860	0.019911151	1070355	8850	0.2964596	1070355	764	0.0011491515	1070355	3225	0.09823377	1070355	921	0.047335695	1070355	78	0.0030046105	1070355	16062	0.47841978	1070355	84	0.0021759137	1070355	159	0.007547963	1070355	4175	0.13748522	1070355	104	0.0022375754	1070355	2709	0.11778242	1070355	2510	0.09945952	1070355	257	0.015350982	1070355	774	0.03453994	1070355	1055	0.047864493	1070355	9155	0.06628455	1070355	1231	0.05112416	1070355	291	0.010750639	1070355	254	0.008447665	1070355	131	0.0093324175	1070355	116	0.0045087845	1070355	37483	0.79204094	1070355	1216	0.0037015756	1070355	337	0.006185798	1070355	1646	0.08006876	1070355	225	0.007256471	1070355	496	0.022780292	1070355	46991	0.35888466	1070355	262	0.0077366857	1070355	59	0.0010669357	1070355	312	0.017450286	1070355	18017	0.59077036	1070355	7273	0.2288437	1070355	22858	0.5888906	1070355	881	0.029123982	1070355	1956	0.08369373	1070355	35	0.0011986677	1070355	376	0.003605346	1070355	176	0.008002953	1070355	117	0.0044975732	1070355	598	0.0156677	1070355	8275	0.24500562	1070355	192	0.0029139866	1070355	60	0.0019498204	1070355	678	0.0077441595	1070355	161	0.009806093	1070355	5923	0.25166884	1070355	32	0.0020236277	1070355	176	0.0060820943	1070355	78	0.0014920284	1070355	937	0.015383681	1070355	23635	0.46891826	1070355	18640	0.44797567	1070355	65	0.0020236277	1070355	25	0.0007380729	1070355	19208	0.5380411	1070355	116	0.002915855	1070355	14670	0.46055	1070355	8007	0.20355022	1070355	799	0.036560766	1070355	7852	0.11920998	1070355	660	0.011242065	1070355	30	0.00038772184	1070355	330	0.010856211	1070355	1691	0.086163	1070355	48	0.0013453481	1070355	242	0.012021245	1070355
PK_bin.52	195	0.0023191492	5155339	339	0.0038463038	5155339	564606	0.816021	5155339	792	0.009454276	5155339	3020	0.022669509	5155339	1606	0.012411405	5155339	95	0.001369842	5155339	5039	0.05754927	5155339	173	0.0023449475	5155339	6628	0.08083445	5155339	1438	0.014249305	5155339	1071	0.010347331	5155339	174	0.0020896783	5155339	12968	0.0982174	5155339	5406	0.06275572	5155339	19155	0.22383028	5155339	93	0.0013446255	5155339	607	0.0076720463	5155339	149	0.0020594185	5155339	1331	0.012735535	5155339	592548	0.20898664	5155339	1814	0.01934926	5155339	98260	0.22277759	5155339	71167	0.4238253	5155339	76	0.0010152581	5155339	665604	0.83356845	5155339	442	0.0062573967	5155339	1736	0.030076198	5155339	26218	0.10194325	5155339	413	0.0062927	5155339	2088	0.01897334	5155339	1143	0.011978456	5155339	11032156	0.98230493	5155339	33902	0.31616563	5155339	154015	0.64521986	5155339	677	0.007345201	5155339	8945	0.06854816	5155339	3925	0.044431027	5155339	31120	0.15256688	5155339	646	0.005302076	5155339	2909	0.02998406	5155339	17335	0.108944535	5155339	472765	0.22187464	5155339	234	0.0031947463	5155339	364	0.004564782	5155339	123688	0.16547	5155339	7238	0.03568805	5155339	22610	0.08634485	5155339	970	0.010162862	5155339	724027	0.23750368	5155339	105	0.0014119343	5155339	2868	0.020488856	5155339	24809	0.10649503	5155339	1180	0.011163184	5155339	294	0.003049654	5155339	946	0.010312028	5155339	333	0.004094202	5155339	703	0.007138425	5155339	335	0.0028413262	5155339	23751	0.10137471	5155339	2071	0.024565602	5155339	32077	0.097024076	5155339	1449	0.01395175	5155339	3925	0.03685558	5155339	7132	0.072785124	5155339	692	0.0048190816	5155339	28534	0.24885367	5155339	14456	0.21250688	5155339	433	0.0049981195	5155339	273	0.0030108592	5155339	488	0.0060958164	5155339	457	0.006783841	5155339
PK_bin.53	1548	0.0018642601	1430058	4920	0.0015929424	1430058	2571	0.016635688	1430058	739501	0.96161765	1430058	3621	0.024893396	1430058	2262	0.040189277	1430058	631	0.0016537791	1430058	17005	0.27163303	1430058	751	0.013447007	1430058	1450	0.027892575	1430058	1650	0.02302564	1430058	713	0.020780277	1430058	436	0.012906469	1430058	8023	0.14143133	1430058	1210	0.03919911	1430058	48817	0.1890231	1430058	375	0.015836421	1430058	7242	0.21825618	1430058	601	0.021790724	1430058	1970	0.028651286	1430058	3114	0.0074885073	1430058	236282	0.27250853	1430058	10553	0.032655317	1430058	8458	0.020908942	1430058	3932	0.08855305	1430058	39	0.0012628859	1430058	2309	0.011420515	1430058	899	0.0128568215	1430058	1655	0.016348988	1430058	3488	0.042940915	1430058	645	0.015764395	1430058	2089	0.018496452	1430058	3622	0.033230122	1430058	1279	0.0026180756	1430058	277	0.0022586496	1430058	63	0.00087269186	1430058	30817	0.028455488	1430058	16864	0.26197398	1430058	6463	0.05489148	1430058	12637	0.12272299	1430058	1483	0.013947686	1430058	827	0.016410524	1430058	1441	0.020957192	1430058	940	0.033572763	1430058	1606	0.023022842	1430058	1479	0.03391611	1430058	43018	0.4655084	1430058	612	0.014077052	1430058	204	0.0031264466	1430058	3215	0.009693313	1430058	532	0.012608579	1430058	33254	0.42757288	1430058	23391	0.2619656	1430058	1745	0.022166934	1430058	224	0.0024530473	1430058	6426	0.043387752	1430058	3467841	0.9065919	1430058	2053	0.021571154	1430058	63	0.001196455	1430058	510	0.010658309	1430058	2234	0.034886	1430058	138	0.0011635892	1430058	11915	0.034942638	1430058	3725	0.019674726	1430058	136140	0.593992	1430058	176499	0.56772524	1430058	1182	0.0066165146	1430058	134	0.001504834	1430058	1293	0.03650691	1430058	2559	0.038615216	1430058	60	0.00156637	1430058	1434	0.05712775	1430058
PK_bin.54	793	0.01504197	2759346	163	0.0029941876	2759346	49666	0.7178132	2759346	30	0.00064000674	2759346	272	0.00492508	2759346	841	0.014995945	2759346	171	0.0037494393	2759346	52	0.00084222853	2759346	130725	0.9721028	2759346	219761	0.99838984	2759346	52	0.0009929889	2759346	11930	0.14813618	2759346	476	0.009067366	2759346	53	0.0010513361	2759346	55	0.0011709296	2759346	70	0.0011991973	2759346	467	0.013935186	2759346	884	0.027130704	2759346	373	0.009767169	2759346	530	0.014645499	2759346	184	0.0035628008	2759346	12	0.00018518881	2759346	1486	0.040935423	2759346	874744	0.9999322	2759346	178	0.0037523385	2759346	18	0.00039792038	2759346	381	0.0072303363	2759346	53	0.0010212564	2759346	458	0.007972904	2759346	198	0.004009283	2759346	73	0.0013814868	2759346	608	0.011163153	2759346	191	0.0039831903	2759346	1995	0.04209693	2759346	69438	0.7257727	2759346	500	0.010142983	2759346	3377	0.08506436	2759346	139	0.002527048	2759346	27483	0.47909757	2759346	127	0.0025400945	2759346	163	0.003345358	2759346	32357	0.39670524	2759346	78	0.001996125	2759346	1164	0.032754138	2759346	59	0.001095187	2759346	15	0.00029862148	2759346	239	0.00425898	2759346	55	0.0009415274	2759346	52300	0.8200965	2759346	399	0.0079584075	2759346	381	0.010243732	2759346	670	0.020272195	2759346	24	0.0007088636	2759346	71	0.0013586553	2759346	147581	0.9513686	2759346	916182	0.9999645	2759346	84	0.0016561896	2759346	51	0.00089296524	2759346	30	0.00059833017	2759346	15	0.00037871292	2759346	85	0.0020773038	2759346	153	0.0032743267	2759346	187	0.0038556238	2759346	439	0.007242296	2759346	409	0.011067115	2759346	485	0.012498977	2759346	2380	0.0238234	2759346	217	0.00447896	2759346	1289	0.037375886	2759346	469	0.01280702	2759346	71	0.0012423233	2759346	2045	0.060911898	2759346
PK_bin.55	21	0.00074419985	1539909	0	0	1539909	19	0.00034027986	1539909	39	0.00038119135	1539909	84	0.00040002365	1539909	4361	0.024770295	1539909	2	0.000051301733	1539909	140	0.0008994038	1539909	30	0.0008481021	1539909	11	0.00021040204	1539909	88	0.0021364898	1539909	0	0	1539909	463	0.0068185846	1539909	28	0.00042794738	1539909	1831	0.0069815814	1539909	56	0.0016449024	1539909	38	0.0009851231	1539909	19	0.0008422576	1539909	2	0.00012273452	1539909	70	0.0019533623	1539909	39	0.0001006553	1539909	29	0.00019806366	1539909	423	0.0008357637	1539909	273	0.00053899287	1539909	19	0.00020390816	1539909	37	0.00094226346	1539909	575243	0.9955926	1539909	52	0.0012942323	1539909	1131	0.012657891	1539909	13	0.0003785938	1539909	10	0.00014286558	1539909	1241	0.016839957	1539909	170	0.00047535278	1539909	83	0.001340339	1539909	26	0.0006591299	1539909	4	0.00019286854	1539909	54	0.00059808727	1539909	425	0.0027501625	1539909	48	0.00097343413	1539909	278	0.0031358995	1539909	108	0.0022481848	1539909	22	0.00022079227	1539909	42	0.0006467915	1539909	6	0.00036170968	1539909	9	0.00009805774	1539909	23	0.0008117363	1539909	1291	0.013828089	1539909	0	0	1539909	20	0.00042924614	1539909	116	0.0005571758	1539909	44	0.0010805833	1539909	49	0.0010143457	1539909	52	0.00024352089	1539909	29	0.00045781926	1539909	60	0.0012448787	1539909	992	0.010775312	1539909	147	0.001831277	1539909	172	0.002360529	1539909	21	0.0006747152	1539909	6	0.0001422162	1539909	246	0.0053347307	1539909	0	0	1539909	127	0.0015306099	1539909	58	0.0014280064	1539909	6	0.0002006612	1539909	325	0.00523992	1539909	71	0.0018436154	1539909	0	0	1539909	13	0.00039937426	1539909	794	0.031433675	1539909	4452	0.024828091	1539909	8	0.00044223393	1539909
PK_bin.56	6	0.00004271409	2645497	0	0	2645497	225	0.0035373315	2645497	64	0.0010788143	2645497	179	0.0032114948	2645497	37	0.00076393964	2645497	0	0	2645497	142	0.00281157	2645497	0	0	2645497	74	0.001417881	2645497	25	0.0005598192	2645497	60	0.0011483665	2645497	0	0	2645497	66	0.0015361953	2645497	70	0.001433379	2645497	20	0.0006131173	2645497	0	0	2645497	82	0.0016238914	2645497	2	0.000043848093	2645497	2	0.00003628808	2645497	2	0.000034776072	2645497	13	0.00034398073	2645497	366	0.0070243888	2645497	30	0.0008958619	2645497	0	0	2645497	16	0.00026082055	2645497	23	0.00043961493	2645497	28	0.0006316393	2645497	56	0.0006259693	2645497	0	0	2645497	430	0.0069325347	2645497	30	0.00068720547	2645497	1494287	0.997777	2645497	31	0.0007393696	2645497	12	0.00028841462	2645497	8	0.000096768206	2645497	10	0.00013154428	2645497	253755	0.92267424	2645497	273	0.005703276	2645497	81	0.001890382	2645497	6	0.00010584023	2645497	77	0.0012526946	2645497	53	0.0010920443	2645497	127	0.0038042	2645497	54	0.0011506345	2645497	21	0.00033301872	2645497	38	0.0008232858	2645497	64	0.0010342102	2645497	61	0.0011714245	2645497	7	0.000068796144	2645497	0	0	2645497	2	0.000056700123	2645497	27	0.0007163115	2645497	135	0.0028656241	2645497	16	0.00034246873	2645497	16	0.000048762104	2645497	98	0.0012886048	2645497	34	0.0006505394	2645497	25	0.00056700123	2645497	41	0.00078208366	2645497	48	0.0008969959	2645497	2	0.00003666608	2645497	41	0.0008954839	2645497	177	0.003327541	2645497	71	0.0012205646	2645497	0	0	2645497	990	0.011359302	2645497	38	0.0010837283	2645497	2	0.000035532077	2645497	0	0	2645497	30	0.0007321876	2645497	0	0	2645497
PK_bin.57	29	0.00021843701	4738208	36	0.00023827574	4738208	64	0.000797981	4738208	8	0.00013401691	4738208	100	0.001041111	4738208	1350	0.011060721	4738208	2	0.000019205572	4738208	260	0.002436364	4738208	209	0.0026271536	4738208	14	0.00014879042	4738208	18212	0.02271766	4738208	34	0.00036722745	4738208	512	0.0046889037	4738208	51	0.00036026278	4738208	61	0.00083976897	4738208	350	0.0025969734	4738208	303	0.003632386	4738208	5238	0.07332287	4738208	290	0.0033398704	4738208	291	0.0031465483	4738208	303	0.0009360079	4738208	30	0.000260436	4738208	571	0.0057730684	4738208	21276	0.054785058	4738208	16	0.0001335948	4738208	256	0.0023863453	4738208	1863	0.015930073	4738208	1092	0.017601803	4738208	1116	0.009831354	4738208	2122	0.028034227	4738208	2	0.000017939272	4738208	1231	0.009806872	4738208	8418	0.060403217	4738208	2612	0.015452044	4738208	109	0.0011955997	4738208	43	0.00032121848	4738208	53	0.0004750741	4738208	105802	0.49387005	4738208	583	0.0062382235	4738208	49	0.0005383892	4738208	190	0.0016913568	4738208	14	0.00022096961	4738208	38	0.00040479438	4738208	687	0.0074274917	4738208	47	0.0002511498	4738208	153	0.0014395738	4738208	2275454	0.99704635	4738208	24	0.0002633907	4738208	131	0.0012365434	4738208	90	0.0009697759	4738208	228	0.0028635298	4738208	23263	0.20739128	4738208	3	0.00003123544	4738208	56	0.0004615669	4738208	147	0.0014963463	4738208	1633	0.014528699	4738208	81	0.0007093399	4738208	5492	0.041262437	4738208	153	0.0015282149	4738208	72	0.00069731	4738208	185	0.0018034244	4738208	11	0.000110590336	4738208	51	0.00052973616	4738208	47	0.00047043103	4738208	97892	0.3688517	4738208	119302	0.55199265	4738208	332	0.0028945543	4738208	10	0.00015765453	4738208	752	0.0075724833	4738208	1021	0.010029952	4738208	372	0.00393862	4738208	1031	0.010984533	4738208
PK_bin.58	1427	0.0033714692	4117196	1742	0.0021587508	4117196	63733	0.09667332	4117196	1267	0.0015848165	4117196	2028	0.003184449	4117196	10552	0.03380553	4117196	521	0.0034773666	4117196	1383	0.0015056364	4117196	78767	0.10658953	4117196	72870	0.10898849	4117196	1062	0.002628002	4117196	1028	0.005024536	4117196	21171	0.01354587	4117196	2448	0.004043529	4117196	241	0.0013730219	4117196	349	0.0015109798	4117196	1350	0.0074524023	4117196	1996	0.010446187	4117196	1411	0.0073321746	4117196	1758	0.008942251	4117196	5371	0.0043257596	4117196	288	0.00108229	4117196	10169	0.02176797	4117196	683743	0.23768823	4117196	433	0.0019437986	4117196	365	0.001790539	4117196	6788	0.017000405	4117196	584	0.0066205254	4117196	15657	0.0326052	4117196	474	0.002127176	4117196	433	0.0022287013	4117196	7996	0.024806932	4117196	5309	0.0049509425	4117196	3298	0.012517257	4117196	13036	0.036607925	4117196	1621	0.0034984974	4117196	204891	0.160355	4117196	3938	0.003116927	4117196	9467	0.027894955	4117196	881	0.002701353	4117196	4638	0.0066766315	4117196	323440	0.14495958	4117196	2348	0.0044161123	4117196	3523	0.017194469	4117196	632	0.0016686113	4117196	378	0.0011141078	4117196	4916	0.010723318	4117196	7090	0.0032774734	4117196	36384	0.087195024	4117196	6301	0.0069795074	4117196	1207	0.0072447364	4117196	2014	0.0093867285	4117196	983	0.0014485586	4117196	864	0.0020110775	4117196	137835	0.08932876	4117196	7083894	0.99720854	4117196	1089	0.0035354157	4117196	905	0.0018191993	4117196	205	0.0012872838	4117196	571	0.0021405346	4117196	1795	0.0043634064	4117196	286	0.0018206566	4117196	2483	0.0034778523	4117196	3799	0.010727203	4117196	1406	0.007144668	4117196	3015	0.010401254	4117196	38315	0.031550597	4117196	580	0.004675512	4117196	5160	0.023345742	4117196	2130	0.008993257	4117196	93	0.00095769065	4117196	4382	0.021907872	4117196
PK_bin.59	127	0.0019247964	3681948	39	0.0006072872	3681948	56978	0.69132185	3681948	71	0.0010106063	3681948	1903	0.024151346	3681948	937	0.01347629	3681948	86	0.0017987761	3681948	134	0.002020398	3681948	58758	0.72470087	3681948	672463	0.99989516	3681948	221	0.00281237	3681948	1139	0.010691623	3681948	335	0.0048767664	3681948	170	0.0025266516	3681948	201	0.003092385	3681948	178	0.002498134	3681948	266	0.0055318545	3681948	514	0.011074844	3681948	214	0.004331946	3681948	348	0.007127477	3681948	65	0.0010149518	3681948	45	0.0006662234	3681948	662	0.014125675	3681948	121304	0.89463186	3681948	24	0.000327544	3681948	81	0.0013454835	3681948	670	0.0099792285	3681948	6257	0.16302022	3681948	662	0.009095457	3681948	17	0.00025367006	3681948	401	0.004440584	3681948	858	0.01179946	3681948	454	0.006412638	3681948	534	0.008414839	3681948	103429	0.7377986	3681948	67	0.001280029	3681948	1805	0.036245488	3681948	454	0.006339579	3681948	20860	0.3307423	3681948	14	0.00019663504	3681948	284	0.004713809	3681948	76680	0.5642836	3681948	530	0.00686756	3681948	636	0.013278025	3681948	100	0.0015882896	3681948	73	0.0010624811	3681948	469	0.0066337166	3681948	181	0.0016252267	3681948	514720	0.9998786	3681948	661	0.0072812	3681948	221	0.0047135376	3681948	410	0.008902353	3681948	81	0.0012506966	3681948	150	0.0023273006	3681948	116082	0.8341055	3681948	1017024	0.9999011	3681948	149	0.0020926422	3681948	104	0.0012868189	3681948	119	0.0013892102	3681948	40	0.0007028888	3681948	139	0.0018664034	3681948	14	0.00035850587	3681948	30	0.00041717046	3681948	1079	0.018393524	3681948	329	0.006158968	3681948	321	0.0061437585	3681948	22959	0.23377244	3681948	240	0.005765155	3681948	827	0.017923936	3681948	312	0.0059726536	3681948	342	0.004578283	3681948	1113	0.025291774	3681948
PK_bin.5	815	0.012822612	2180055	4	0.000092658214	2180055	13	0.00012843712	2180055	1	0.0000688056	2180055	75	0.0019494921	2180055	341	0.008221811	2180055	1	0.0000678882	2180055	19	0.0004187968	2180055	137	0.003676054	2180055	0	0	2180055	50	0.001526567	2180055	0	0	2180055	580	0.011018988	2180055	61	0.0011495122	2180055	40	0.001498586	2180055	55	0.0014513396	2180055	113	0.0024242508	2180055	11	0.00024907629	2180055	0	0	2180055	12	0.00031329485	2180055	64	0.0009430955	2180055	0	0	2180055	34	0.000773375	2180055	8	0.00025687425	2180055	35	0.0012742798	2180055	37	0.00091740803	2180055	357248	0.9996445	2180055	43	0.0010683216	2180055	3264	0.024647543	2180055	5	0.00012935454	2180055	1	0.0000688056	2180055	367	0.008500703	2180055	103	0.00039356804	2180055	33	0.0009591501	2180055	10	0.00037109156	2180055	34	0.0008999773	2180055	549	0.009331875	2180055	73	0.0012490511	2180055	29	0.0008444741	2180055	71	0.0013522594	2180055	88	0.0021329736	2180055	5	0.000054127075	2180055	25	0.0005201704	2180055	130	0.0032517528	2180055	0	0	2180055	6	0.00024127832	2180055	556	0.013063432	2180055	452	0.0021971923	2180055	16	0.00043576883	2180055	59	0.0007394309	2180055	16	0.00043576883	2180055	26	0.00046650198	2180055	43	0.001100431	2180055	513	0.0070369784	2180055	1556	0.012054283	2180055	4386	0.0226453	2180055	26	0.0006738362	2180055	0	0	2180055	15	0.0003637523	2180055	3	0.0000339441	2180055	59	0.0018361922	2180055	191	0.0043141115	2180055	146	0.0028568087	2180055	5	0.0001935731	2180055	1628	0.012943251	2180055	57	0.0013201502	2180055	57	0.0012871235	2180055	2	0.00010687804	2180055	33	0.0005421882	2180055	35	0.0010903395	2180055	26740	0.53769696	2180055	66	0.0021288453	2180055
PK_bin.60	275	0.003488279	4006847	62	0.0007759218	4006847	54903	0.5225495	4006847	19	0.00023260184	4006847	375	0.0045015444	4006847	431	0.004872659	4006847	222	0.0040880023	4006847	49	0.0005642841	4006847	3839	0.06808421	4006847	48583	0.63499606	4006847	82	0.0009281612	4006847	13244	0.09722907	4006847	226	0.0028838136	4006847	75	0.00090245524	4006847	43	0.0005967285	4006847	183	0.0031700737	4006847	71	0.0012199119	4006847	170	0.002656952	4006847	50	0.00083507056	4006847	108	0.0017290403	4006847	141	0.0016429377	4006847	4	0.000045671823	4006847	251	0.00390831	4006847	225495	0.9379465	4006847	71	0.00093964156	4006847	24	0.0003449096	4006847	186	0.002216456	4006847	298	0.0057706223	4006847	2904	0.044850726	4006847	72	0.0010449613	4006847	67	0.0008762501	4006847	312	0.003404672	4006847	115	0.0014924454	4006847	1564	0.018771619	4006847	13327	0.12763552	4006847	207	0.0026082853	4006847	8891	0.14170194	4006847	86	0.0012219084	4006847	40490	0.43665656	4006847	54	0.00074796967	4006847	86	0.0012962811	4006847	47763	0.36504814	4006847	4054	0.04763047	4006847	167	0.0027779948	4006847	5299	0.042182792	4006847	16	0.00016222232	4006847	142	0.0018001685	4006847	65	0.000838315	4006847	98289	0.8704919	4006847	15831	0.1593989	4006847	69	0.0010818981	4006847	100	0.0016174812	4006847	10	0.00011929579	4006847	67	0.00074547395	4006847	187	0.0021430815	4006847	293140	0.9638691	4006847	46	0.00054082426	4006847	18	0.00023809244	4006847	27	0.00030298138	4006847	182	0.0022092185	4006847	25	0.00031995232	4006847	69	0.0009239185	4006847	152	0.0017784557	4006847	2803	0.03509318	4006847	4476	0.055824444	4006847	97	0.0014120828	4006847	46992	0.41660637	4006847	215	0.003956228	4006847	195	0.0033310482	4006847	64	0.0008737543	4006847	52	0.00070105	4006847	238	0.0040248604	4006847
PK_bin.61	47	0.0004391358	5203402	241	0.0023482714	5203402	1626	0.013572658	5203402	58	0.00058192696	5203402	164	0.0015999149	5203402	89	0.00093592616	5203402	14	0.00024733818	5203402	47	0.00062190084	5203402	5	0.0000628435	5203402	107	0.0010723753	5203402	721	0.0036968123	5203402	381	0.0036245517	5203402	16	0.00013298992	5203402	381	0.004201866	5203402	1007	0.008822305	5203402	35	0.00051081966	5203402	26	0.00034381353	5203402	199	0.003496943	5203402	10	0.000123573	5203402	599	0.0060668	5203402	4715	0.022703992	5203402	27	0.00034381353	5203402	163	0.00042664396	5203402	157	0.0017990153	5203402	11	0.00011300299	5203402	199	0.00028827295	5203402	47	0.00050236366	5203402	5	0.00005285004	5203402	3477	0.044175137	5203402	6	0.000064188775	5203402	173	0.0018466765	5203402	35	0.00021774216	5203402	452	0.0036253205	5203402	126	0.0011086977	5203402	31	0.00036245518	5203402	35585	0.24623333	5203402	1234	0.011658911	5203402	10	0.00012933846	5203402	342	0.002859091	5203402	45	0.0003674519	5203402	98	0.0010610366	5203402	213	0.0018376439	5203402	1336	0.0076855486	5203402	20	0.00034977117	5203402	81	0.0007887148	5203402	10	0.00015489866	5203402	9	0.00009993462	5203402	1485744	0.99522793	5203402	7	0.00006322787	5203402	2020	0.015878266	5203402	7	0.00013087591	5203402	419	0.004352153	5203402	123	0.0008744279	5203402	129	0.0011427139	5203402	23	0.00017815268	5203402	20	0.00017411685	5203402	98	0.0009693658	5203402	77	0.0009242031	5203402	2842	0.0039877756	5203402	54	0.00060249044	5203402	206	0.0016727517	5203402	137	0.00020717215	5203402	1279	0.009505319	5203402	359	0.002978436	5203402	25	0.0003515008	5203402	11	0.00014202247	5203402	7081	0.0145795	5203402	78	0.0012549482	5203402	8	0.00010166426	5203402	23	0.00029134785	5203402	10	0.00007591188	5203402	118	0.0016952371	5203402
PK_bin.62	119	0.0029085062	2189440	25	0.0004905364	2189440	181	0.0024175132	2189440	0	0	2189440	2	0.0000580057	2189440	65	0.0003503179	2189440	88	0.0021014507	2189440	4	0.000046587254	2189440	6	0.00011281423	2189440	0	0	2189440	9	0.0002210611	2189440	0	0	2189440	31	0.001053694	2189440	33	0.00016122844	2189440	21	0.00036036613	2189440	13	0.00011738161	2189440	0	0	2189440	1	0.00006851067	2189440	0	0	2189440	8	0.00017493058	2189440	18	0.00059056195	2189440	3	0.00010779012	2189440	61	0.0005257052	2189440	347	0.0064687775	2189440	56	0.0012094417	2189440	1	0.000031971646	2189440	16	0.00056270097	2189440	2	0.00003699576	2189440	116	0.00020827244	2189440	38	0.0008340032	2189440	32	0.000088150395	2189440	12	0.00023293628	2189440	149	0.0018173597	2189440	19	0.00026399444	2189440	0	0	2189440	366530	0.99781084	2189440	81	0.0018548121	2189440	99	0.00064582727	2189440	25	0.00039325125	2189440	733	0.0021480378	2189440	37	0.0002708455	2189440	31	0.00022654195	2189440	30	0.000627101	2189440	8	0.0001438724	2189440	12	0.00026171075	2189440	12	0.000083583014	2189440	78	0.0010322274	2189440	26	0.0005896485	2189440	0	0	2189440	125	0.0026298962	2189440	11	0.000087693654	2189440	24	0.0005161137	2189440	59	0.0004170016	2189440	9	0.00010687664	2189440	2	0.00006120287	2189440	489	0.00039233777	2189440	9	0.00021283982	2189440	418	0.0009422501	2189440	2	0.000029687957	2189440	2	0.00006028939	2189440	41	0.00030144694	2189440	51	0.0013738673	2189440	111	0.0011646814	2189440	15	0.00018634902	2189440	69	0.0012523751	2189440	48	0.00062344706	2189440	68	0.00070977054	2189440	91	0.0022215727	2189440	5	0.00007901564	2189440	284	0.0014770901	2189440	9	0.00010230926	2189440	5	0.00016762277	2189440
